project,archive_ident,title,Acronyms,Acronyms_number
ARCSS,106.ARCSS108,"Methane Flux Measurements, Happy Valley, AK, 1994",CH4 || CO2 || ,2
ARCSS,106.ARCSS113,Data Correlating the Shallow GISP2 Dust Profile with the Wolf Sunspot Number Series,GISP2 || LLS || SSN || ARCSS || OPP-9711609 || ,5
ARCSS,106.ARCSS114,Growing Season Energy and CO2 Fluxes over a Larch Forest Tundra Ecosystem in Siberia,,0
ARCSS,106.ARCSS115,"Benthos and Water Column Process Influences, Northeast Water Polynya Project, 1992",USCGC || ,1
ARCSS,106.ARCSS117,"Glacial Geology Map of the Toolik Lake and Upper Kuparuk River Region, Alaska",USA || GIS || ,2
ARCSS,106.ARCSS119,"Snow and Vegetation Measurements from Selected Sites Near Council, Alaska, USA, 2000-2002",SWE || ,1
ARCSS,106.ARCSS131,West Siberian Lowland Peatland GIS Data Collection,WSL || GIS || NSF-funded || OPP || OPP-9818496 || ,5
ARCSS,106.ARCSS136,"Radiocarbon Dates and Pollen Data, Peterson Erosional Remnant, Arctic Coastal Plain, Alaska",BP || ASCII || ,2
ARCSS,106.ARCSS137,"GISP2 Stable Isotopes (Deuterium, Deuterium Excess, and Oxygen)",GISP2 || INSTAAR || ISO-1 || ,3
ARCSS,106.ARCSS143,"Coring Data from Drained Thaw-Lake Basins of the Arctic Coastal Plain, Alaska",DTLB || DTLBs || ,2
ARCSS,106.ARCSS149,"Estimates of  Sea Ice Floe Velocities Characterizing Whaling Seasons Using Satellite Imagery of the Chukchi and Beaufort Seas, Spring 2000 and 2001",SAR || RADARSAT || ERS || VIS || IR || AVHRR || ,6
ARCSS,106.ARCSS151,"SHEBA Upper Ocean CTD and Thermal Microstructure, Western Arctic Ocean",CTD || SHEBA || ASCII || FTP || ,4
ARCSS,106.ARCSS157,"Oxygen and Deuterium Isotope Measurements from Siberia, 2002-2004",RAISE || ASCII || JPEG || ,3
ARCSS,106.ARCSS158,"Model Output of Active Layer Depth in the Arctic Drainage Basin, 1979-2001",ALD || ERA-40 || ECMWF || EASE-Grid || ASCII || FTP || ,6
ARCSS,106.ARCSS160,"Time Series of Active Layer Thickness in the Russian Arctic, 1930-1990",ALT || ASCII || ,2
ARCSS,106.ARCSS162,"Model Output Assessing Net Carbon Exchange Across the Arctic Tundra-Boreal Forest Transition in Alaska, 1981-2000",NPP || TEM || ,2
ARCSS,106.ARCSS164,Resource Allocation and Allometry of Plant Growth at Selected Sites in the Arctic: 2003-2005 Growing Seasons,LAII || ITEX || USA || KB || ZIP || ,5
ARCSS,106.ARCSS166,"Time Series of Seasonally Frozen Ground Depth in the Russian Arctic, 1930-1990",ASCII || ,1
ARCSS,106.ARCSS173,"Meteorological and Radio Brightness Observations of Thawing Permafrost Near Toolik Lake, Alaska, 2004",USA || GHz || ,2
ARCSS,106.ARCSS176,"Paleoenvironment, Geomorphic Processes, and Carbon Stocks of Drained Thaw-lake Basins in the Arctic Coastal Plain, Alaska, USA, 2002-2005",TOC || TIFF || JPEG || ,3
ARCSS,106.ARCSS301,Alaska North Slope 100 m Digital Elevation Model (DEM),DEM || GTOPO30 || NAD27 || GeoTIFF || Arc/INFO || BIL || ,6
ARCSS,106.ARCSS900,Toolik Snowfence Experiment: 1994-2002 Active Layer Depth,ARCSS || OPP-9400083 || ITEX || OPP-9907127 || NATEX || OPP-9996383 || ,6
ARCSS,106.ARCSS902,"East Siberian Air, Ground Temperature, and Snow Depth Measurements, 1882-1994",LAII-ATLAS || ARCSS || OPP-9721347 || OPP-9732126 || ,4
ARCSS,106.ARCSS903,"Alaskan Air, Ground, Snow, and Soil Temperatures, 1998-2001",LAII-ATLAS || ARCSS || OPP-9721347 || OPP-9870635 || OPP-9732126 || ,5
ARCSS,106.ARCSS904,"Climate and Flux Data from Alaska Sites, 1998-2000",ISS2 || LAII-ATLAS || ARCSS || OPP-9818066 || ,4
ARCSS,106.ARCSS905,"Elevated Soil Temperature and Water Table Manipulation Data from Barrow, Alaska, 1999-2001",USA || LAII-ATLAS || ARCSS || OPP-9732105 || ,4
ARCSS,106.ARCSS907,Air and Soil Temperatures from Sites in Alaska 1995-2001,ASCII || ARCSS || OPP-9321730 || ,3
ARCSS,106.ARCSS910,Snow Depth Yearly Measurements at Toolik Station 1995-2001,ARCSS || OPP-9321626 || OPP-9615845 || OPP-9907185 || ,4
ARCSS,106.265,"Intersection of Climate Change, Water Resources and Humans in the Arctic",,0
ARCSS,106.238,ArcticRIMS: Daily Precipitation From Monthly Station Records And Disaggregation,NCEP/NCAR || DAILY || PRECIPITATION || FROM || STATISTICAL || RECONSTRUCTIONS || ,6
ARCSS,106.239,ArcticRIMS: Daily Precipitation From Statistical Reconstructions,FSU || DAILY || PRECIPITATION || FROM || MONTHLY || STATION || RECORDS || AND || DISAGGREGATION || ArcticRIMS || http://RIMS || ,11
ARCSS,106.242,ArcticRIMS: NCEP Reanalysis Vapor Pressure,NCEP || /NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.243,ArcticRIMS: NCEP Reanalysis ShortWaveUp Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.244,ArcticRIMS: NCEP Reanalysis Wind Direction,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.245,ArcticRIMS: NCEP Reanalysis Wind Speed,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.ARCSS161,"ArcticRIMS: A Regional, Integrated Hydrological Monitoring System for the Pan-Arctic Landmass",ArcticRIMS || NCEP/NCAR || ERA-40 || ,3
ARCSS,106.247,ArcticRIMS: NCEP Reanalysis ShortWaveNet Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.248,ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.249,ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.266,Late Holocene Climatic and Environmental Change Inferred from Arctic Lake Sediments,,0
ARCSS,106.251,ArcticRIMS: Daily Simulated runoff from Pan-Arctic Water Balance Model,P/WBM || EASE-Grid || NCEP || ,3
ARCSS,106.252,ArcticRIMS: Snow Water Equivalent,SWE || SSM/I || NOAA || RIMS || ,4
ARCSS,106.253,"ArcticRIMS: Daily Temperature, Topographically Adjusted",NCEP || RIMS || ,2
ARCSS,106.254,ArcticRIMS: NCEP Reanalysis Temperature,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.240,ArcticRIMS: NCEP Reanalysis Precipitation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || http://RIMS || WSAG || ,6
ARCSS,106.255,ArcticRIMS: NCEP Reanalysis Maximum Temperature,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.256,ArcticRIMS: NCEP Reanalysis Minimum Temperature,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.258,ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth,,0
ARCSS,106.259,"ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth, Based on ERA-40 2-meter",,0
ARCSS,106.260,ArcticRIMS: SSM/I Freeze Thaw 5-day Composites,SSM/I || ,1
ARCSS,106.257,ArcticRIMS: 2m Air Temperature From ERA-40 Re-analysis,ECMWF || ERA-40 || NCAR || EASE || NCEP/NCAR || ,5
ARCSS,106.241,ArcticRIMS: Precipitation From ERA-40 Re-analysis,ECMWF || ERA-40 || NCAR || EASE || ,4
ARCSS,106.ARCSS156,North Pole Environmental Observatory (NPEO) Oceanographic Mooring Data,NPEO || ASCII || ,2
ARCSS,106.246,ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.250,ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation,NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.264,"Halomethane and methane net fluxes in northern Alaskan tundra, Barrow and Toolik Lake",,0
ARCSS,106.215,"North Pole Environmental Observatory (NPEO) Nutrient, Chlorophyll, and Hydrographic Profiles",NPEO || SBE-19 || CTD || WS3S || ,4
ARCSS,106.ARCSS126,"J-CAD Drifting Buoy Data, Arctic Ocean, 2000-2002",JAMSTEC || J-CADs || ARCSS || OPP-9910305 || ,4
ARCSS,106.267,Historical Sea Ice Time Series from the Atlantic Arctic,,0
ARCSS,106.268,Historical Sea Temperature Time Series from the Atlantic Arctic,ARCSS || ASCII || ,2
ARCSS,106.ARCSS901,"Meteorological, Radiation, Soil, and Snow Data from Alaska Sites, 1998-2008",LAII-ATLAS || ARCSS || OPP-9818066 || ,3
ARCSS,106.269,"ArcticRIMS: Daily Precipitation, From Monthly Station Records And Disaggregation, Aggregated by Administrative Regions",NCEP/NCAR || DAILY || PRECIPITATION || FROM || STATISTICAL || RECONSTRUCTIONS || ,6
ARCSS,106.270,"ArcticRIMS: Daily Precipitation From Statistical Reconstructions , Aggregated by Administrative Regions",FSU || DAILY || PRECIPITATION || FROM || MONTHLY || STATION || RECORDS || AND || DISAGGREGATION || ArcticRIMS || WSAG || ,11
ARCSS,106.271,"ArcticRIMS: NCEP Reanalysis Precipitation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.272,"ArcticRIMS: Precipitation From ERA-40 Re-analysis , Aggregated by Administrative Regions",ECMWF || ERA-40 || NCAR || EASE || ,4
ARCSS,106.273,"ArcticRIMS: NCEP Reanalysis Vapor Pressure, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.274,"ArcticRIMS: NCEP Reanalysis ShortWaveUp Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.275,"ArcticRIMS: NCEP Reanalysis Wind Direction, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.276,"ArcticRIMS: NCEP Reanalysis Wind Speed, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.277,"ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.278,"ArcticRIMS: NCEP Reanalysis ShortWaveNet Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.279,"ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.280,"ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.281,"ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.282,"ArcticRIMS: Daily Simulated Runoff From Pan-Arctic Water Balance Model , Aggregated by Administrative Regions",P/WBM || EASE-Grid || NCEP || ,3
ARCSS,106.283,"ArcticRIMS: Snow Water Equivalent , Aggregated by Administrative Regions",SWE || SSM/I || NOAA || RIMS || ,4
ARCSS,106.284,"ArcticRIMS: Daily Temperature, Topographically Adjusted, Aggregated by Administrative Regions",NCEP || RIMS || ,2
ARCSS,106.285,"ArcticRIMS: NCEP Reanalysis Temperature, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.286,"ArcticRIMS: NCEP Reanalysis Maximum Temperature, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.287,"ArcticRIMS: NCEP Reanalysis Minimum Temperature, Aggregated by Administrative Regions",NCEP || NCEP/NCAR || EASE-Grid || ArcticRIMS || WSAG || ,5
ARCSS,106.288,"ArcticRIMS: 2m Air Temperature From ERA-40 Re-Analysis , Aggregated by Administrative Regions",ECMWF || ERA-40 || NCAR || EASE || NCEP/NCAR || EASE-Grid || ,6
ARCSS,106.289,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Aggregated by Administrative Regions",,0
ARCSS,106.290,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Based on ERA-40 2-meter, Aggregated by Administrative Regions",,0
ARCSS,106.291,"ArcticRIMS: SSM/I Freeze Thaw 5-day Composites , Aggregated by Administrative Regions",SSM/I || ,1
ARCSS,106.294,BIOMAS Model Results (a coupled sea ice/ocean/ecosystem model),"BIOMAS || 
<p>BIOMAS || NCEP/NCAR || NSF || ARC || ",5
ARCSS,106.293,Proceedings of the International Conferences on Permafrost 1963-2008,ICOP || ,1
ARCSS,106.295,An Analysis of the Carbon Balance of the Arctic Basin from 1997 to 2006,CO2 || CH4 || DOC || TEM || MDM-TEM || NPP || ,6
ARCSS,106.292,Canadian Archipelago Throughflow Study (CATS),CATS || ASOF || ADCP || CTD || HEALY || USCGC || ASCII || PDF || ,8
ARCSS,106.296,Water Temperature and Bathymetric Depth Soundings for Lakes near Barrow,AK || DF || iGPS || ,3
ARCSS,106.297,"Lake Sediment Thermal Properties for Emaiksoun Lake (Barrow, Alaska)",KD-2 || PVC || ,2
ARCSS,106.298,Landsat Derived Historical Lake Extents for the Barrow Peninsula,NDWI || ,1
ARCSS,106.300,SNACS: Erosion Rates and Soil Physiochemical Properties in Northern Alaska Coastline (Photos),OC || ,1
ARCSS,106.209,Social Survey Data on Water Resources in Five Seward Peninsula Inupiaq Communities,,0
ARCSS,106.299,SNACS: Erosion Rates and Soil Physiochemical Properties in Northern Alaska Coastline (Data),OC || ,1
ARCSS,106.301,BAID: RADARSAT and ERS satellite  SAR Images,"SAR || BAID || 
<p>SAR || RADARSAT-1 || ERS-2 || ASF || NASA || ASF's || DAAC || ",9
ARCSS,106.261,Summer Warmth Index Average from 1982-2003,AVHRR || ,1
ARCSS,106.262,Landscape Age of the Arctic,,0
ARCSS,106.ARCSS015,"Meteorological and Hydrographic Data, Kuparuk River Watershed","
<p><b>NOTE:</b> || ",1
ARCSS,106.ARCSS041,"Thickness, Salinity and Stable Isotope Composition of Sea Ice Samples from the Laptev Sea, 1999",VI || NSF || ARCSS || CSV || ASCII || KB || ,6
ARCSS,106.ARCSS908,"Climate Data from Barrow and Atqasuk, Alaska, 1995-2001",ARCSS || OPP || ,2
ARCSS,106.ARCSS127,North Pole Environmental Observatory (NPEO) Weather and Radiation Buoy Data,PMEL || NPEO || ASCII || ,3
ARCSS,106.ARCSS182,Gridded ERA-40 Reanalysis Data for Western Arctic Linkage Experiment (WALE),ECMWF || ERA-40 || EASE-Grid || WALE || ,4
ARCSS,106.ARCSS122,When the Weather is Uggianaqtuq: Inuit Observations of Environmental Change,OOG-gi-a-nak-took || CD-ROM || NSF || OPP-9906740 || SSHRC || CIRES || CU || ,7
ARCSS,106.ARCSS129,Circulation in the Freshwater Switchyard of the Arctic Ocean: University of Washington CTD Profile Data,FSAO || SBE || SeaCAT || CTD || ,4
ARCSS,106.304,Toward Reanalysis of the Arctic Climate System - Sea Ice and Ocean Reconstruction with Data Assimilation,,0
ARCSS,106.211,SNACS Atmospheric Model: Time Series Data - Daily averages,"SNACS || MM5 || ERA40
1979-1980 || SSMR/SSMI || NSIDC || TOGA || NNRP || AK || ",8
ARCSS,106.200,Snow on the Alaska North Slope Grids,SWE || ,1
ARCSS,106.306,Humans and Hydrology at High Latitudes: Water Use Information,USGS || ArcticRIMS || ,2
ARCSS,106.305,Humans and Hydrology at High Latitudes: Community Information,ArcticRIMS || ,1
ARCSS,106.307,"Borehole Optical Stratigraphy measurements through 4 full years at Summit, Greenland",BOS || ,1
ARCSS,106.308,ARCSS Surface Air Temperature (ARCSS-SAT) Analysis,SAT || NCEP/NCAR || IABP || POLES || ,4
ARCSS,106.310,Bowhead Whale Subsistence Sensitivity Mapping,GIS || ,1
ARCSS,106.230,Search Coil Magnetometer Array Data on Svalbard,ULF || ,1
ARCSS,106.231,Pan-Arctic Land Surface (PALS) model drivers and outputs,ECMWF || ERA-40 || EASE || ,3
ARCSS,106.302,BAID: NARL BAR flights Index by Quad (1948-49),NARL_BAR || USGS || BAID || ,3
ARCSS,106.309,SnowModel Pan-Arctic Data 1979-2009,SWE || NASA-MERRA || ,2
ARCSS,106.ARCSS085,Declassified Satellite Imagery Acquired Near Barrow Alaska,,0
ARCSS,106.ARCSS130,A Half-Century of Change in Arctic Alaskan Shrubs: A Photographic-Based Assessment,TIFF || MB || GB || ,3
ARCSS,106.ARCSS142,SHEBA Ocean Turbulence Mast Data Archive,SHEBA || TIC || TICs || DVD || 1GB || ,5
ARCSS,13.834,SHEBA Composite Data Observations,ASFG || SHEBA || ASCII || ,3
ARCSS,106.311,Large scale water manipulation experiment in the Arctic tundra,BEO || NSF || BEC || BEN || PAR || ARM-Barrow || ,6
ARCSS,106.312,Biocomplexity Associated with the Response of Tundra Carbon Balance to Warming and Drying,"CO2 || CH4 || TAR || 
<p>BE_ || />
GD_ || />
TD_ || ",6
ARCSS,106.313,Barrow Area Remote Sensing - Brw Be Land Cover,ITEX || IBP || ,2
ARCSS,106.314,Brw Be Land Cover- 2008,ITEX || IBP || ,2
ARCSS,106.316,Barrow Area Remote Sensing - Digital Elevation Model,DEM || LIDAR || ALTM || DGPS || IMU || ,5
ARCSS,106.321,Barrow Area Remote Sensing - Brw Be Drainage,DEM || LiDAR || ArgGIS || ,3
ARCSS,106.318,Barrow Area Remote Sensing - Brw Be Catchment,LiDAR || ArgGIS || ZIP || ,3
ARCSS,106.320,Barrow Area Remote Sensing - Brw Be Dikes,GPS || BASC || DGPS || ZIP || ,4
ARCSS,106.324,Barrow Area Remote Sensing - Brw Be Matted Trail,GPS || BASC || DGPS || ZIP || ,4
ARCSS,106.323,Brw Be Drainage Lines,LiDAR || ArgGIS || ,2
ARCSS,106.317,Barrow Area Remote Sensing - BAID Be Research Sites,GIS || BAID || ,2
ARCSS,106.319,Barrow Area Remote Sensing - Brw Be Board Walk,GPS || BASC || DGPS || GIS || ZIP || ,5
ARCSS,106.325,Barrow Area Remote Sensing - BAID Power Poles,BAID || GIS || ZIP || ,3
ARCSS,106.326,Barrow Area Remote Sensing - Tramlines,GPS || BASC || DGPS || GIS || ZIP || ,5
ARCSS,106.315,Barrow Area Remote Sensing - Brw Peninsula Land Cover,ITEX || IBP || ,2
ARCSS,106.335,Water temperature and bathymetric depth soundings for lakes on the North Slope of Alaska,,0
ARCSS,106.ARCSS400,"Barrow Area Information Database (BAID) Geospatial Data Sets, Barrow, AK, USA","BAID || NSF || NOAA-CMDL || IKONOS || SAR || BAID’s || BAID-IMS || NSIDC || USGS || 
<p>BAID || OPP || 03HQAG0177 || SDI || ",13
ARCSS,106.327,Barrow Area Remote Sensing - Brw Be Treatment Areas,LiDAR || ArgGIS || ,2
ARCSS,106.329,"Runoff, Snow, Soil Moisture, Soil Temperature, and Water Level Measurements from BEO",BEO || NSF || BEC || BEN || ZIP || ,5
ARCSS,106.328,Barrow Area NonGis Data and Tramline Pictures,GPS || DGPS || ,2
ARCSS,106.336,Ecosystem metabolism for an arctic warm spring-stream,GPP || CR || gAFDM/m2 || ,3
ARCSS,106.ARCSS072,"SCICEX Hydrographic Data, 1993",SCICEX || USS || CTD || SeaCAT || ASCII || ,5
ARCSS,106.ARCSS079,Chemical and Isotopic Tracers from the Arctic Ocean,RV || OKEAN || USCGC || ,3
ARCSS,106.ARCSS088,North Pole Environmental Observatory (NPEO) Aerial CTD Survey,NPEO || CTD || SBE-19 || SeaCAT || SEASOFT || ASCII || ,6
ARCSS,106.ARCSS110,"Terrain and Vegetation of Imnavait Creek, AK: Permanent Plots",,0
ARCSS,106.ARCSS111,"Terrain and Vegetation of Imnavait Creek, AK: Toposequence Study",,0
ARCSS,106.ARCSS112,"Terrain and Vegetation of Imnavait Creek, AK: Classification and Mapping",GIS || AK || ,2
ARCSS,106.ARCSS128,North Pole Environmental Observatory (NPEO) PMEL/CRREL Ice Temperature and Mass Balance Buoy Data,PMEL || CRREL || ASCII || ,3
ARCSS,106.ARCSS150,"Svalbard Fjord Conductivity, Temperature, Depth Data, 2001-2004",CTD || ROV || ASCII || ,3
ARCSS,106.ARCSS034,"Borehole Temperatures from the North Slope of Alaska, 1977-2002",PLEASE || NOTE: || PI || ,3
ARCSS,106.337,Total and tall shrub cover on the North Slope of Alaska,IKONOS || SPOT || ERDAS || IMAGINE || GeoTIFF || ,5
ARCSS,106.338,Provenance of Holocene sediment on the Chukchi-Alaskan margin,HOTRAX || USCGC || ,2
ARCSS,106.339,"Radar Profiles and GPS Surveys, Black Rapids Glacier, Alaska",GPS || ASCII || ZIP || ,3
ARCSS,106.332,Analyses of Fe oxide detrital grains in Arctic sediment cores,USCGC || ,1
ARCSS,106.333,Water quality data for lakes on the North Slope of Alaska,,0
ARCSS,106.334,Albedo of ice types in northeast Greenland's ablation zone,,0
ARCSS,106.340,"Arctic snow black carbon concentrations, and absorption by other light-absorbing aerosol",BC || non-BC || ,2
ARCSS,106.341,"Characterization of Potentially Jurassic-Age Mummified Organic Material, Ellesmere Island, Canada",,0
ARCSS,106.342,HOTRAX 2005 sediment core HLY0503-8JPC,HLY0503-8JPC || HOTRAX || ,2
ARCSS,106.343,Recovered Drained Thaw Lake Basins (DTLBs) on the Arctic Coastal Plain of Alaska using InSAR DEM and Remote Sensing Imagery,DTLBs || InSAR || DEM || ACP || ,4
ARCSS,106.344,DGPS Lake Shoreline Dataset from Field Survey,DGPS || ,1
ARCSS,106.345,Sea Ice Experiment: Dynamic Nature of the Arctic (SEDNA),SEDNA || NetCDF || ASCII || ,3
ARCSS,106.346,Alaskan Lake Database Mapped from Landsat Images,ETM+ || ,1
