project,archive_ident,title,Summary
ACADIS,106.380,"Orthorectified Mosaics for Aerial Stereographic Flights, 2002-2009","Aerial stereophotography missions were flown at least once every year over the Columbia Glacier in 1976-2010, and documented further in the Aerial Inventory. Flight data include all existing scans of the large format diapositives and their derived data products from 2002-2010.



This dataset is specific for Orthorectified mosaics for aerial stereographic flights 2002-2009. Orthorectified tiles from the flight on 27 August 2009 were processed at full resolution (0.25m). A spatial index (polygon shapefile) is included. The data are in TAR file format."
ACADIS,106.381,"Hillshade Rasters for Digital Elevation Models, 2002-2010","Aerial stereophotography missions were flown at least once every year over the Columbia Glacier in 1976-2010, and documented further in the Aerial Inventory. Flight data include all existing scans of the large format diapositives and their derived data products from 2002-2010.



This dataset includes hillshade rasters for all digital elevation models (DEMs) from 2002 through 2010. Data are in one TAR file."
ACADIS,106.382,"Aerial Photographs from Columbia Glacier, 1976-2010","Aerial stereophotography missions were flown at least once every year over the Columbia Glacier in 1976-2010, and documented further in the Aerial Inventory. Flight data include all existing scans of the large format diapositives and their derived data products from 2002-2010. 
This dataset consists of scanned aerial diapositives in high resolution from a photogrammetric scanner and low resolution JPEG previews. The data are collected into TAR files by year. Data gathered during 2002-2003 are collected into TAR files by day and part (e.g., 20020826_01.tar)."
ACADIS,106.383,"Glacier Surface Velocity Fields from Columbia Glacier, 2004-2010","Aerial stereophotography missions were flown at least once every year over the Columbia Glacier in 1976-2010, and documented further in the Aerial Inventory. Flight data include all existing scans of the large format diapositives and their derived data products from 2002-2010.



This dataset contains airborne and landsat derived glacier surface velocity fields (VEL). Airborne data were collected from orthorectified mosaics (ORTHOs) for flight pairs in years 2004-2006 and 2009-2010. Landsat data were collected from repeated Landsat imagery for years in 1989-2009. This dataset consists of one TAR file."
ACADIS,106.384,Trophic Mismatch and Its Consequences for Dynamics of an Arctic Herbivore,"Species specific records of plant emergence and life-history phases (flower set, bloom, fruit-set) were collected at near daily intervals from 12 long term monitoring plots from 2008 - 2011. Concurrently, a ratio of calves to adult females was calculated for caribou observed within and around the study area."
ACADIS,106.385,"Time depth recorder (TDR) data from little auks, Hornsund Fjord, Spitsbergen","This data set was derived from Centre for Environment, Fisheries and Aquaculture Science (CEFAS) time depth recorders (TDRs) which were affixed to provisioning little auks (Alle alle) breeding in Hornsund Fjord Spitsbergen."
ACADIS,106.388,"Corticosteroid hormone measurements for adult and chick little auks in Hornsund Fjord, 2005-2008","This data set is of corticosteroid levels of circulating blood in adult and chick little auks in Hornsund Fjord, 2005-2008."
ACADIS,106.386,MALINA 2009 Dissolved Organic Matter Concentration (DOC) and Compositions,"This dataset contains dissolved organic carbon (DOC) measurements acquired by processing water samples gathered from the eastern Beaufort Sea. Samples were collected during the Malina Program aboard the Amundsen icebreaker from 27 July 2009 through 27 August 2009. Data from water samples include dissolved organic carbon, dissolved nitrogen, hydrolyzable amino acids, and dissolved lignin phenols. 
Data are available in Excel file format."
ACADIS,106.387,CFL 2008 Dissolved Organic Matter Concentration (DOC) and Compositions,"This dataset contains dissolved organic carbon (DOC) measurements acquired by processing water samples gathered from the eastern Beaufort Sea and Amundsen Gulf. Samples were collected during the Circumpolar Flaw Lead (CFL) Program aboard the Amundsen icebreaker from 18 July 2009 through 06 August 2009. Data from water samples include dissolved organic carbon, dissolved nitrogen, hydrolyzable amino acids, and dissolved lignin phenols. 
Data are available in Excel file format."
ACADIS,106.400,Iceberg Sightings in the North Atlantic,"This dataset is a collection of over 105,000 iceberg records in the North Atlantic from 1880 to 1959 transcribed from a number of contemporary sources, principally from the weekly Hydrographic Bulletins of the U.S. Hydrographic and the annual bulletins of the International Ice Patrol. The data are divided into two ZIP files consisting of yearly Excel files."
ACADIS,106.389,At-sea density of foraging little auks (Alle alle) near Hornsund Fjord,"This dataset includes the at-sea density of foraging little auks near Hornsund Fjord, Southwest Spitsbergen. Data were collected during 1-3 day cruises aboard the R/V Oceania during the little auk breeding season (July) in 2001 and in July 2005-2008. Data are included in a single Excel file."
ACADIS,106.401,Geochemical analyses of Icelandic tephra preserved in lake sediments,"This data set contains major element geochemical analyses of tephra grains isolated from lake sediment recovered in continuous cores from lakes in Iceland, Svalbard, Arctic Canada, and from marine sediment cores from Greenland and Iceland."
ACADIS,106.390,"Zooplankton densities and biomass near Hornsund Jjord, Spitsbergen","This dataset includes the abundance and wet biomass of various zooplankton species, collected aboard the R/V Oceania using net tows near Hornsund Fjord, Southwest Spitsbergen, in 2001-2008 in the month of July. The net tows were vertical net tows of the top 50 m. Data are contained in a single Excel file."
ACADIS,106.404,"ECCO2 model Arctic Domain, 18km","The data domain in this dataset is a sub-domain of a global cube-sphere setup as used by the Estimating the Circulation and Climate of the Ocean, Phase II (ECCO2) (see the related link below). The solution is calculated using the coupled ocean - sea ice MIT General Circulation Model (MITgcm) (see the related link below), an arctic model setup with optimized parametrization using in situ data. For more description, please see the related link on Arctic ice-ocean simulation with optimized model parameters below."
ACADIS,106.391,"Chick diets of little auks (Alle alle) in Hornsund Fjord, Spitsbergen","This dataset includes the abundance, biomass, and energetic content of zooplankton in chick meals taken from the gular pouch of provisioning adult little auks in Hornsund Fjord, southwest Spitsbergen in July 2001-2008. Data is contained in a single Excel file."
ACADIS,106.392,"Chick growth rates of little auks (alle alle) at Hornsund Fjord, Spitsbergen","This dataset includes Weight-at-Age for little auk chicks in Hornsund Fjord, southwest Spitsbergen during the breeding season (July-August) in 2001 and 2005-2008. Data are included in a single Excel file."
ACADIS,106.393,"Measurements of little auks (Alle alle) at Kap Hoegh, Greenland in 2007","This dataset contains measurements at the Kap Hoegh, Greenland little auk colony in 2007. These data are chick growth measurements, productivity and attendance, morphometric measurements of adults used in different studies including time depth recorder (TDR), doubly labeled water measurements, stable isotope, geolocators, and survival measurements. Data are contained in a single Excel file."
ACADIS,106.394,TDR results from Little Auks at Kap Hoegh colony 2007,"This dataset includes time depth recorder (TDR) data from deployments on chick-rearing little auks (Alle alle) in Kap Hegh, Eastern Greenland in July 2007. We attached TDRs ventrally to adult little auks when their chicks were between 1-18 days old. TDRs were attached ventrally using LocTite  glue, and recovered after 3-6 days. Resulting data are contained in a single excel file."
